;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 15/10/2021 01:20:09 p. m.
;----------------------------------------------

;Address Opcode 	ASM
0x203C	0x6E38      	MOVWF       FARG_Lcd_Chr_out_char 
0x203E	0xDB7F      	RCALL       _Lcd_Chr
;DS18B20.c,53 :: 		while(1) {
L_main0:
;DS18B20.c,55 :: 		Ow_Reset(&PORTA, 0);                     // Señal de reinicio Onewire
0x2040	0x0E80      	MOVLW       PORTA
0x2042	0x6E36      	MOVWF       FARG_Ow_Reset_port 
0x2044	0x0E0F      	MOVLW       hi_addr(PORTA)
0x2046	0x6E37      	MOVWF       FARG_Ow_Reset_port+1 
0x2048	0x6A38      	CLRF        FARG_Ow_Reset_pin 
0x204A	0xDA22      	RCALL       _Ow_Reset
;DS18B20.c,56 :: 		Ow_Write(&PORTA, 0, 0xCC);               // Emitir comando SKIP_ROM
0x204C	0x0E80      	MOVLW       PORTA
0x204E	0x6E36      	MOVWF       FARG_Ow_Write_port 
0x2050	0x0E0F      	MOVLW       hi_addr(PORTA)
0x2052	0x6E37      	MOVWF       FARG_Ow_Write_port+1 
0x2054	0x6A38      	CLRF        FARG_Ow_Write_pin 
0x2056	0x0ECC      	MOVLW       204
0x2058	0x6E39      	MOVWF       FARG_Ow_Write_data_ 
0x205A	0xDB9E      	RCALL       _Ow_Write
;DS18B20.c,57 :: 		Ow_Write(&PORTA, 0, 0x44);               // Emitir comando CONVERT_T
0x205C	0x0E80      	MOVLW       PORTA
0x205E	0x6E36      	MOVWF       FARG_Ow_Write_port 
0x2060	0x0E0F      	MOVLW       hi_addr(PORTA)
0x2062	0x6E37      	MOVWF       FARG_Ow_Write_port+1 
0x2064	0x6A38      	CLRF        FARG_Ow_Write_pin 
0x2066	0x0E44      	MOVLW       68
0x2068	0x6E39      	MOVWF       FARG_Ow_Write_data_ 
0x206A	0xDB96      	RCALL       _Ow_Write
;DS18B20.c,59 :: 		while(Ow_Read(&PORTA, 0) == 0) ;
L_main2:
0x206C	0x0E80      	MOVLW       PORTA
0x206E	0x6E36      	MOVWF       FARG_Ow_Read_port 
0x2070	0x0E0F      	MOVLW       hi_addr(PORTA)
0x2072	0x6E37      	MOVWF       FARG_Ow_Read_port+1 
0x2074	0x6A38      	CLRF        FARG_Ow_Read_pin 
0x2076	0xDA36      	RCALL       _Ow_Read
0x2078	0x5000      	MOVF        R0, 0 
0x207A	0x0A00      	XORLW       0
0x207C	0xE101      	BNZ         L_main3
0x207E	0xD7F6      	BRA         L_main2
L_main3:
;DS18B20.c,60 :: 		Ow_Reset(&PORTA, 0);                     // Onewire reset signal
0x2080	0x0E80      	MOVLW       PORTA
0x2082	0x6E36      	MOVWF       FARG_Ow_Reset_port 
0x2084	0x0E0F      	MOVLW       hi_addr(PORTA)
0x2086	0x6E37      	MOVWF       FARG_Ow_Reset_port+1 
0x2088	0x6A38      	CLRF        FARG_Ow_Reset_pin 
0x208A	0xDA02      	RCALL       _Ow_Reset
;DS18B20.c,61 :: 		Ow_Write(&PORTA, 0, 0xCC);               // Emitir comando SKIP_ROM
0x208C	0x0E80      	MOVLW       PORTA
0x208E	0x6E36      	MOVWF       FARG_Ow_Write_port 
0x2090	0x0E0F      	MOVLW       hi_addr(PORTA)
0x2092	0x6E37      	MOVWF       FARG_Ow_Write_port+1 
0x2094	0x6A38      	CLRF        FARG_Ow_Write_pin 
0x2096	0x0ECC      	MOVLW       204
0x2098	0x6E39      	MOVWF       FARG_Ow_Write_data_ 
0x209A	0xDB7E      	RCALL       _Ow_Write
;DS18B20.c,62 :: 		Ow_Write(&PORTA, 0, 0xBE);               // Emitir comando READ_SCRATCHPAD
0x209C	0x0E80      	MOVLW       PORTA
0x209E	0x6E36      	MOVWF       FARG_Ow_Write_port 
0x20A0	0x0E0F      	MOVLW       hi_addr(PORTA)
0x20A2	0x6E37      	MOVWF       FARG_Ow_Write_port+1 
0x20A4	0x6A38      	CLRF        FARG_Ow_Write_pin 
0x20A6	0x0EBE      	MOVLW       190
0x20A8	0x6E39      	MOVWF       FARG_Ow_Write_data_ 
0x20AA	0xDB76      	RCALL       _Ow_Write
;DS18B20.c,64 :: 		raw_temp  = Ow_Read(&PORTA, 0);          // Read temperature LSB byte
0x20AC	0x0E80      	MOVLW       PORTA
0x20AE	0x6E36      	MOVWF       FARG_Ow_Read_port 
0x20B0	0x0E0F      	MOVLW       hi_addr(PORTA)
0x20B2	0x6E37      	MOVWF       FARG_Ow_Read_port+1 
0x20B4	0x6A38      	CLRF        FARG_Ow_Read_pin 
0x20B6	0xDA16      	RCALL       _Ow_Read
0x20B8	0xF031C000  	MOVFF       R0, _raw_temp
0x20BC	0x0E00      	MOVLW       0
0x20BE	0x6E32      	MOVWF       _raw_temp+1 
;DS18B20.c,65 :: 		raw_temp |= (Ow_Read(&PORTA, 0) << 8);   // Read temperature MSB byte
0x20C0	0x0E80      	MOVLW       PORTA
0x20C2	0x6E36      	MOVWF       FARG_Ow_Read_port 
0x20C4	0x0E0F      	MOVLW       hi_addr(PORTA)
0x20C6	0x6E37      	MOVWF       FARG_Ow_Read_port+1 
0x20C8	0x6A38      	CLRF        FARG_Ow_Read_pin 
0x20CA	0xDA0C      	RCALL       _Ow_Read
0x20CC	0xF005C000  	MOVFF       R0, R5
0x20D0	0x6A04      	CLRF        R4 
0x20D2	0x5004      	MOVF        R4, 0 
0x20D4	0x1031      	IORWF       _raw_temp, 0 
0x20D6	0x6E02      	MOVWF       R2 
0x20D8	0x5032      	MOVF        _raw_temp+1, 0 
0x20DA	0x1005      	IORWF       R5, 0 
0x20DC	0x6E03      	MOVWF       R3 
0x20DE	0xF031C002  	MOVFF       R2, _raw_temp
0x20E2	0xF032C003  	MOVFF       R3, _raw_temp+1
;DS18B20.c,67 :: 		if(raw_temp & 0x8000) {                  // Si la temperatura es negativa
0x20E6	0xAE03      	BTFSS       R3, 7 
0x20E8	0xD00B      	BRA         L_main4
;DS18B20.c,68 :: 		temp[0] = '-';                         // coloca el signo "-"
0x20EA	0xFFE1C015  	MOVFF       _temp, FSR1L
0x20EE	0xFFE2C016  	MOVFF       _temp+1, FSR1H
0x20F2	0x0E2D      	MOVLW       45
0x20F4	0x6EE6      	MOVWF       POSTINC1 
;DS18B20.c,69 :: 		raw_temp = ~raw_temp + 1;              // Modifica el valor a su forma positiva
0x20F6	0x1E31      	COMF        _raw_temp, 1 
0x20F8	0x1E32      	COMF        _raw_temp+1, 1 
0x20FA	0x4A31      	INFSNZ      _raw_temp, 1 
0x20FC	0x2A32      	INCF        _raw_temp+1, 1 
;DS18B20.c,70 :: 		}
0x20FE	0xD025      	BRA         L_main5
L_main4:
;DS18B20.c,72 :: 		if((raw_temp >> 4) >= 100)             // Si la temperatura es >= 100 °C
0x2100	0x0E04      	MOVLW       4
0x2102	0x6E00      	MOVWF       R0 
0x2104	0xF001C031  	MOVFF       _raw_temp, R1
0x2108	0xF002C032  	MOVFF       _raw_temp+1, R2
0x210C	0x5000      	MOVF        R0, 0 
L__main10:
0x210E	0xE007      	BZ          L__main11
0x2110	0x3202      	RRCF        R2, 1 
0x2112	0x3201      	RRCF        R1, 1 
0x2114	0x9E02      	BCF         R2, 7 
0x2116	0xBC02      	BTFSC       R2, 6 
0x2118	0x8E02      	BSF         R2, 7 
0x211A	0x0FFF      	ADDLW       255
0x211C	0xD7F8      	BRA         L__main10
L__main11:
0x211E	0x0E80      	MOVLW       128
0x2120	0x1802      	XORWF       R2, 0 
0x2122	0x6E00      	MOVWF       R0 
0x2124	0x0E80      	MOVLW       128
0x2126	0x5C00      	SUBWF       R0, 0 
0x2128	0xE102      	BNZ         L__main12
0x212A	0x0E64      	MOVLW       100
0x212C	0x5C01      	SUBWF       R1, 0 
L__main12:
0x212E	0xE307      	BNC         L_main6
;DS18B20.c,73 :: 		temp[0] = '1';
0x2130	0xFFE1C015  	MOVFF       _temp, FSR1L
0x2134	0xFFE2C016  	MOVFF       _temp+1, FSR1H
0x2138	0x0E31      	MOVLW       49
0x213A	0x6EE6      	MOVWF       POSTINC1 
0x213C	0xD006      	BRA         L_main7
L_main6:
;DS18B20.c,75 :: 		temp[0] = ' ';
0x213E	0xFFE1C015  	MOVFF       _temp, FSR1L
0x2142	0xFFE2C016  	MOVFF       _temp+1, FSR1H
0x2146	0x0E20      	MOVLW       32
0x2148	0x6EE6      	MOVWF       POSTINC1 
L_main7:
;DS18B20.c,76 :: 		}
L_main5:
;DS18B20.c,78 :: 		temp[1] = ( (raw_temp >> 4) / 10 ) % 10 + 48;
0x214A	0x0E01      	MOVLW       1
0x214C	0x2415      	ADDWF       _temp, 0 
0x214E	0x6E34      	MOVWF       FLOC__main 
0x2150	0x0E00      	MOVLW       0
0x2152	0x2016      	ADDWFC      _temp+1, 0 
0x2154	0x6E35      	MOVWF       FLOC__main+1 
0x2156	0x0E04      	MOVLW       4
0x2158	0x6E02      	MOVWF       R2 
0x215A	0xF000C031  	MOVFF       _raw_temp, R0
0x215E	0xF001C032  	MOVFF       _raw_temp+1, R1
0x2162	0x5002      	MOVF        R2, 0 
L__main13:
0x2164	0xE007      	BZ          L__main14
0x2166	0x3201      	RRCF        R1, 1 
0x2168	0x3200      	RRCF        R0, 1 
0x216A	0x9E01      	BCF         R1, 7 
0x216C	0xBC01      	BTFSC       R1, 6 
0x216E	0x8E01      	BSF         R1, 7 
0x2170	0x0FFF      	ADDLW       255
0x2172	0xD7F8      	BRA         L__main13
L__main14:
0x2174	0x0E0A      	MOVLW       10
0x2176	0x6E04      	MOVWF       R4 
0x2178	0x0E00      	MOVLW       0
0x217A	0x6E05      	MOVWF       R5 
0x217C	0xDA7D      	RCALL       _Div_16x16_S
0x217E	0x0E0A      	MOVLW       10
0x2180	0x6E04      	MOVWF       R4 
0x2182	0x0E00      	MOVLW       0
0x2184	0x6E05      	MOVWF       R5 
0x2186	0xDA78      	RCALL       _Div_16x16_S
0x2188	0xF000C008  	MOVFF       R8, R0
0x218C	0xF001C009  	MOVFF       R9, R1
0x2190	0x0E30      	MOVLW       48
0x2192	0x2600      	ADDWF       R0, 1 
0x2194	0xFFE1C034  	MOVFF       FLOC__main, FSR1L
0x2198	0xFFE2C035  	MOVFF       FLOC__main+1, FSR1H
0x219C	0xFFE6C000  	MOVFF       R0, POSTINC1
;DS18B20.c,79 :: 		temp[2] =   (raw_temp >> 4)        % 10  + 48;
0x21A0	0x0E02      	MOVLW       2
0x21A2	0x2415      	ADDWF       _temp, 0 
0x21A4	0x6E34      	MOVWF       FLOC__main 
0x21A6	0x0E00      	MOVLW       0
0x21A8	0x2016      	ADDWFC      _temp+1, 0 
0x21AA	0x6E35      	MOVWF       FLOC__main+1 
0x21AC	0x0E04      	MOVLW       4
0x21AE	0x6E02      	MOVWF       R2 
0x21B0	0xF000C031  	MOVFF       _raw_temp, R0
0x21B4	0xF001C032  	MOVFF       _raw_temp+1, R1
0x21B8	0x5002      	MOVF        R2, 0 
L__main15:
0x21BA	0xE007      	BZ          L__main16
0x21BC	0x3201      	RRCF        R1, 1 
0x21BE	0x3200      	RRCF        R0, 1 
0x21C0	0x9E01      	BCF         R1, 7 
0x21C2	0xBC01      	BTFSC       R1, 6 
0x21C4	0x8E01      	BSF         R1, 7 
0x21C6	0x0FFF      	ADDLW       255
0x21C8	0xD7F8      	BRA         L__main15
L__main16:
0x21CA	0x0E0A      	MOVLW       10
0x21CC	0x6E04      	MOVWF       R4 
0x21CE	0x0E00      	MOVLW       0
0x21D0	0x6E05      	MOVWF       R5 
0x21D2	0xDA52      	RCALL       _Div_16x16_S
0x21D4	0xF000C008  	MOVFF       R8, R0
0x21D8	0xF001C009  	MOVFF       R9, R1
0x21DC	0x0E30      	MOVLW       48
0x21DE	0x2600      	ADDWF       R0, 1 
0x21E0	0xFFE1C034  	MOVFF       FLOC__main, FSR1L
0x21E4	0xFFE2C035  	MOVFF       FLOC__main+1, FSR1H
0x21E8	0xFFE6C000  	MOVFF       R0, POSTINC1
;DS18B20.c,82 :: 		temp[4] = ( (raw_temp & 0x0F) * 625) / 1000 + 48;
0x21EC	0x0E04      	MOVLW       4
0x21EE	0x2415      	ADDWF       _temp, 0 
0x21F0	0x6E34      	MOVWF       FLOC__main 
0x21F2	0x0E00      	MOVLW       0
0x21F4	0x2016      	ADDWFC      _temp+1, 0 
0x21F6	0x6E35      	MOVWF       FLOC__main+1 
0x21F8	0x0E0F      	MOVLW       15
0x21FA	0x1431      	ANDWF       _raw_temp, 0 
0x21FC	0x6E00      	MOVWF       R0 
0x21FE	0xF001C032  	MOVFF       _raw_temp+1, R1
0x2202	0x0E00      	MOVLW       0
0x2204	0x1601      	ANDWF       R1, 1 
0x2206	0x0E71      	MOVLW       113
0x2208	0x6E04      	MOVWF       R4 
0x220A	0x0E02      	MOVLW       2
0x220C	0x6E05      	MOVWF       R5 
0x220E	0xDAF9      	RCALL       _Mul_16X16_U
0x2210	0x0EE8      	MOVLW       232
0x2212	0x6E04      	MOVWF       R4 
0x2214	0x0E03      	MOVLW       3
0x2216	0x6E05      	MOVWF       R5 
0x2218	0xDA2F      	RCALL       _Div_16x16_S
0x221A	0x0E30      	MOVLW       48
0x221C	0x2600      	ADDWF       R0, 1 
0x221E	0xFFE1C034  	MOVFF       FLOC__main, FSR1L
0x2222	0xFFE2C035  	MOVFF       FLOC__main+1, FSR1H
0x2226	0xFFE6C000  	MOVFF       R0, POSTINC1
;DS18B20.c,83 :: 		temp[5] = (((raw_temp & 0x0F) * 625) / 100 ) % 10 + 48;
0x222A	0x0E05      	MOVLW       5
0x222C	0x2415      	ADDWF       _temp, 0 
0x222E	0x6E34      	MOVWF       FLOC__main 
0x2230	0x0E00      	MOVLW       0
0x2232	0x2016      	ADDWFC      _temp+1, 0 
0x2234	0x6E35      	MOVWF       FLOC__main+1 
0x2236	0x0E0F      	MOVLW       15
0x2238	0x1431      	ANDWF       _raw_temp, 0 
0x223A	0x6E00      	MOVWF       R0 
0x223C	0xF001C032  	MOVFF       _raw_temp+1, R1
0x2240	0x0E00      	MOVLW       0
0x2242	0x1601      	ANDWF       R1, 1 
0x2244	0x0E71      	MOVLW       113
0x2246	0x6E04      	MOVWF       R4 
0x2248	0x0E02      	MOVLW       2
0x224A	0x6E05      	MOVWF       R5 
0x224C	0xDADA      	RCALL       _Mul_16X16_U
0x224E	0x0E64      	MOVLW       100
0x2250	0x6E04      	MOVWF       R4 
0x2252	0x0E00      	MOVLW       0
0x2254	0x6E05      	MOVWF       R5 
0x2256	0xDA10      	RCALL       _Div_16x16_S
0x2258	0x0E0A      	MOVLW       10
0x225A	0x6E04      	MOVWF       R4 
0x225C	0x0E00      	MOVLW       0
0x225E	0x6E05      	MOVWF       R5 
0x2260	0xDA0B      	RCALL       _Div_16x16_S
0x2262	0xF000C008  	MOVFF       R8, R0
0x2266	0xF001C009  	MOVFF       R9, R1
0x226A	0x0E30      	MOVLW       48
0x226C	0x2600      	ADDWF       R0, 1 
0x226E	0xFFE1C034  	MOVFF       FLOC__main, FSR1L
0x2272	0xFFE2C035  	MOVFF       FLOC__main+1, FSR1H
0x2276	0xFFE6C000  	MOVFF       R0, POSTINC1
;DS18B20.c,84 :: 		temp[6] = (((raw_temp & 0x0F) * 625) / 10 )  % 10 + 48;
0x227A	0x0E06      	MOVLW       6
0x227C	0x2415      	ADDWF       _temp, 0 
0x227E	0x6E34      	MOVWF       FLOC__main 
0x2280	0x0E00      	MOVLW       0
0x2282	0x2016      	ADDWFC      _temp+1, 0 
0x2284	0x6E35      	MOVWF       FLOC__main+1 
0x2286	0x0E0F      	MOVLW       15
0x2288	0x1431      	ANDWF       _raw_temp, 0 
0x228A	0x6E00      	MOVWF       R0 
0x228C	0xF001C032  	MOVFF       _raw_temp+1, R1
0x2290	0x0E00      	MOVLW       0
0x2292	0x1601      	ANDWF       R1, 1 
0x2294	0x0E71      	MOVLW       113
0x2296	0x6E04      	MOVWF       R4 
0x2298	0x0E02      	MOVLW       2
0x229A	0x6E05      	MOVWF       R5 
0x229C	0xDAB2      	RCALL       _Mul_16X16_U
0x229E	0x0E0A      	MOVLW       10
0x22A0	0x6E04      	MOVWF       R4 
0x22A2	0x0E00      	MOVLW       0
0x22A4	0x6E05      	MOVWF       R5 
0x22A6	0xD9E8      	RCALL       _Div_16x16_S
0x22A8	0x0E0A      	MOVLW       10
0x22AA	0x6E04      	MOVWF       R4 
0x22AC	0x0E00      	MOVLW       0
0x22AE	0x6E05      	MOVWF       R5 
0x22B0	0xD9E3      	RCALL       _Div_16x16_S
0x22B2	0xF000C008  	MOVFF       R8, R0
0x22B6	0xF001C009  	MOVFF       R9, R1
0x22BA	0x0E30      	MOVLW       48
0x22BC	0x2600      	ADDWF       R0, 1 
0x22BE	0xFFE1C034  	MOVFF       FLOC__main, FSR1L
0x22C2	0xFFE2C035  	MOVFF       FLOC__main+1, FSR1H
0x22C6	0xFFE6C000  	MOVFF       R0, POSTINC1
;DS18B20.c,85 :: 		temp[7] = ( (raw_temp & 0x0F) * 625) % 10 + 48;
0x22CA	0x0E07      	MOVLW       7
0x22CC	0x2415      	ADDWF       _temp, 0 
0x22CE	0x6E34      	MOVWF       FLOC__main 
0x22D0	0x0E00      	MOVLW       0
0x22D2	0x2016      	ADDWFC      _temp+1, 0 
0x22D4	0x6E35      	MOVWF       FLOC__main+1 
0x22D6	0x0E0F      	MOVLW       15
0x22D8	0x1431      	ANDWF       _raw_temp, 0 
0x22DA	0x6E00      	MOVWF       R0 
0x22DC	0xF001C032  	MOVFF       _raw_temp+1, R1
0x22E0	0x0E00      	MOVLW       0
0x22E2	0x1601      	ANDWF       R1, 1 
0x22E4	0x0E71      	MOVLW       113
0x22E6	0x6E04      	MOVWF       R4 
0x22E8	0x0E02      	MOVLW       2
0x22EA	0x6E05      	MOVWF       R5 
0x22EC	0xDA8A      	RCALL       _Mul_16X16_U
0x22EE	0x0E0A      	MOVLW       10
0x22F0	0x6E04      	MOVWF       R4 
0x22F2	0x0E00      	MOVLW       0
0x22F4	0x6E05      	MOVWF       R5 
0x22F6	0xD9C0      	RCALL       _Div_16x16_S
0x22F8	0xF000C008  	MOVFF       R8, R0
0x22FC	0xF001C009  	MOVFF       R9, R1
0x2300	0x0E30      	MOVLW       48
0x2302	0x2600      	ADDWF       R0, 1 
0x2304	0xFFE1C034  	MOVFF       FLOC__main, FSR1L
0x2308	0xFFE2C035  	MOVFF       FLOC__main+1, FSR1H
0x230C	0xFFE6C000  	MOVFF       R0, POSTINC1
;DS18B20.c,87 :: 		temp[8] = 223;                           //Imprime el simbolo de °
0x2310	0x0E08      	MOVLW       8
0x2312	0x2415      	ADDWF       _temp, 0 
0x2314	0x6EE1      	MOVWF       FSR1L 
0x2316	0x0E00      	MOVLW       0
0x2318	0x2016      	ADDWFC      _temp+1, 0 
0x231A	0x6EE2      	MOVWF       FSR1L+1 
0x231C	0x0EDF      	MOVLW       223
0x231E	0x6EE6      	MOVWF       POSTINC1 
;DS18B20.c,88 :: 		lcd_out(2, 4, temp);                     //Muestra la temperatura en el LCD
0x2320	0x0E02      	MOVLW       2
0x2322	0x6E36      	MOVWF       FARG_Lcd_Out_row 
0x2324	0x0E04      	MOVLW       4
0x2326	0x6E37      	MOVWF       FARG_Lcd_Out_column 
0x2328	0xF038C015  	MOVFF       _temp, FARG_Lcd_Out_text
0x232C	0xF039C016  	MOVFF       _temp+1, FARG_Lcd_Out_text+1
0x2330	0xD913      	RCALL       _Lcd_Out
;DS18B20.c,89 :: 		delay_ms(1000);                          //Espera 1 segundo
0x2332	0x0E3D      	MOVLW       61
0x2334	0x6E0B      	MOVWF       R11, 0
0x2336	0x0EE1      	MOVLW       225
0x2338	0x6E0C      	MOVWF       R12, 0
0x233A	0x0E3F      	MOVLW       63
0x233C	0x6E0D      	MOVWF       R13, 0
L_main8:
0x233E	0x2E0D      	DECFSZ      R13, 1, 0
0x2340	0xD7FE      	BRA         L_main8
0x2342	0x2E0C      	DECFSZ      R12, 1, 0
0x2344	0xD7FC      	BRA         L_main8
0x2346	0x2E0B      	DECFSZ      R11, 1, 0
0x2348	0xD7FA      	BRA         L_main8
0x234A	0x0000      	NOP
0x234C	0x0000      	NOP
;DS18B20.c,90 :: 		}
0x234E	0xD678      	BRA         L_main0
;DS18B20.c,91 :: 		}
L_end_main:
0x2350	0xD7FF      	BRA         $+0
; end of _main
_Delay_50us:
;__Lib_Delays.c,19 :: 		void Delay_50us() {
;__Lib_Delays.c,20 :: 		Delay_us(50);
0x2352	0x0EC7      	MOVLW       199
0x2354	0x6E0D      	MOVWF       R13, 0
L_Delay_50us3:
0x2356	0x2E0D      	DECFSZ      R13, 1, 0
0x2358	0xD7FE      	BRA         L_Delay_50us3
0x235A	0x0000      	NOP
0x235C	0x0000      	NOP
;__Lib_Delays.c,21 :: 		}
L_end_Delay_50us:
0x235E	0x0012      	RETURN      0
; end of _Delay_50us
_Delay_5500us:
;__Lib_Delays.c,31 :: 		void Delay_5500us() {
;__Lib_Delays.c,32 :: 		Delay_us(5500);
0x2360	0x0E56      	MOVLW       86
0x2362	0x6E0C      	MOVWF       R12, 0
0x2364	0x0EB5      	MOVLW       181
0x2366	0x6E0D      	MOVWF       R13, 0
L_Delay_5500us6:
0x2368	0x2E0D      	DECFSZ      R13, 1, 0
0x236A	0xD7FE      	BRA         L_Delay_5500us6
0x236C	0x2E0C      	DECFSZ      R12, 1, 0
0x236E	0xD7FC      	BRA         L_Delay_5500us6
0x2370	0x0000      	NOP
0x2372	0x0000      	NOP
;__Lib_Delays.c,33 :: 		}
L_end_Delay_5500us:
0x2374	0x0012      	RETURN      0
; end of _Delay_5500us
_Delay_1us:
;__Lib_Delays.c,7 :: 		void Delay_1us() {
;__Lib_Delays.c,8 :: 		Delay_us(1);
0x2376	0x0E03      	MOVLW       3
0x2378	0x6E0D      	MOVWF       R13, 0
L_Delay_1us0:
0x237A	0x2E0D      	DECFSZ      R13, 1, 0
0x237C	0xD7FE      	BRA         L_Delay_1us0
0x237E	0x0000      	NOP
0x2380	0x0000      	NOP
;__Lib_Delays.c,9 :: 		}
L_end_Delay_1us:
0x2382	0x0012      	RETURN      0
; end of _Delay_1us
_Lcd_Cmd:
;__Lib_Lcd.c,18 :: 		
;__Lib_Lcd.c,20 :: 		
0x2384	0xBE3E      	BTFSC       FARG_Lcd_Cmd_out_char, 7 
0x2386	0xD002      	BRA         L__Lcd_Cmd21
0x2388	0x9C8A      	BCF         LCD_D7, BitPos(LCD_D7+0) 
0x238A	0xD001      	BRA         L__Lcd_Cmd22
L__Lcd_Cmd21:
0x238C	0x8C8A      	BSF         LCD_D7, BitPos(LCD_D7+0) 
L__Lcd_Cmd22:
;__Lib_Lcd.c,21 :: 		
0x238E	0xBC3E      	BTFSC       FARG_Lcd_Cmd_out_char, 6 
0x2390	0xD002      	BRA         L__Lcd_Cmd23
0x2392	0x9A8A      	BCF         LCD_D6, BitPos(LCD_D6+0) 
0x2394	0xD001      	BRA         L__Lcd_Cmd24
L__Lcd_Cmd23:
0x2396	0x8A8A      	BSF         LCD_D6, BitPos(LCD_D6+0) 
L__Lcd_Cmd24:
;__Lib_Lcd.c,22 :: 		
0x2398	0xBA3E      	BTFSC       FARG_Lcd_Cmd_out_char, 5 
0x239A	0xD002      	BRA         L__Lcd_Cmd25
0x239C	0x988A      	BCF         LCD_D5, BitPos(LCD_D5+0) 
0x239E	0xD001      	BRA         L__Lcd_Cmd26
L__Lcd_Cmd25:
0x23A0	0x888A      	BSF         LCD_D5, BitPos(LCD_D5+0) 
L__Lcd_Cmd26:
;__Lib_Lcd.c,23 :: 		
0x23A2	0xB83E      	BTFSC       FARG_Lcd_Cmd_out_char, 4 
0x23A4	0xD002      	BRA         L__Lcd_Cmd27
0x23A6	0x968A      	BCF         LCD_D4, BitPos(LCD_D4+0) 
0x23A8	0xD001      	BRA         L__Lcd_Cmd28
L__Lcd_Cmd27:
0x23AA	0x868A      	BSF         LCD_D4, BitPos(LCD_D4+0) 
L__Lcd_Cmd28:
;__Lib_Lcd.c,25 :: 		
0x23AC	0xB033      	BTFSC       __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0) 
0x23AE	0xD002      	BRA         L__Lcd_Cmd29
0x23B0	0x808A      	BSF         LCD_RS, BitPos(LCD_RS+0) 
0x23B2	0xD001      	BRA         L__Lcd_Cmd30
L__Lcd_Cmd29:
0x23B4	0x908A      	BCF         LCD_RS, BitPos(LCD_RS+0) 
L__Lcd_Cmd30:
;__Lib_Lcd.c,28 :: 		
0x23B6	0x848A      	BSF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,29 :: 		
0x23B8	0xDFDE      	RCALL       _Delay_1us
;__Lib_Lcd.c,30 :: 		
0x23BA	0x948A      	BCF         LCD_EN, BitPos(LCD_EN+0) 
;__Lib_Lcd.c,33 :: 		
0x23BC	0xB63E      	BTFSC       FARG_Lcd_Cmd_out_char, 3 
0x23BE	0xD002      	BRA         L__Lcd_Cmd31
0x23C0	0x9C8A      	BCF         LCD_D7, BitPos(LCD_D7+0) 
